Food,Also,Serving,g,Composition
Chicken tikka masala,—,1 katori,190,"Chicken 120 g, Tomato 70 g, Yogurt 55 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken korma,murgh korma,1 katori,190,"Chicken 120 g, Yogurt 55 g, Cashews 18 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken do pyaza,—,1 katori,190,"Chicken 120 g, Onion 40 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken chettinad,—,1 katori,190,"Chicken 120 g, Coconut 40 g, Black Pepper 1 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken sukka,dry chicken masala,1 katori,190,"Chicken 120 g, Coconut 40 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken pepper fry,pepper chicken,1 katori,190,"Chicken 120 g, Black Pepper 1 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken 65,—,1 plate,150,"Chicken 120 g, Yogurt 15 g, Rice Flour 10 g, Oil Absorbed 10 g, Ginger 3 g, Garlic 4 g, Chili Powder 2 g, Curry Leaves 2 g, Salt 2 g"
Chicken tikka,—,6 pieces,160,"Chicken 135 g, Yogurt 25 g, Oil 6 g, Ginger 3 g, Garlic 4 g, Chili Powder 2 g, Lemon Juice 5 g, Salt 2 g"
Tandoori chicken,—,2 pieces,180,"Chicken 155 g, Yogurt 30 g, Oil 6 g, Ginger 4 g, Garlic 5 g, Chili Powder 2 g, Lemon Juice 6 g, Salt 2 g"
Mutton curry,goat curry,1 katori,190,"Mutton 120 g, Onion 40 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 65 g, Salt 2 g"
Mutton rogan josh,rogan josh,1 katori,190,"Mutton 120 g, Yogurt 55 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 65 g, Salt 2 g"
Mutton korma,gosht korma,1 katori,190,"Mutton 120 g, Yogurt 55 g, Cashews 18 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 65 g, Salt 2 g"
Keema matar,minced meat with peas,1 katori,190,"Mutton 120 g, Peas 40 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 65 g, Salt 2 g"
Mutton pepper fry,pepper mutton,1 katori,190,"Mutton 120 g, Black Pepper 1 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 65 g, Salt 2 g"
Fish curry,machhli curry,1 katori,190,"Fish 120 g, Tomato 35 g, Onion 25 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Fish fry,fried fish,1 piece,110,"Fish 105 g, Semolina 12 g, Oil Absorbed 8 g, Lemon Juice 5 g, Chili Powder 2 g, Turmeric 1 g, Salt 2 g"
Fish tikka,—,4 pieces,150,"Fish 130 g, Yogurt 22 g, Oil 5 g, Ginger 3 g, Garlic 4 g, Chili Powder 2 g, Lemon Juice 5 g, Salt 2 g"
Mustard fish curry,sarson machhli,1 katori,190,"Fish 120 g, Mustard Paste 35 g, Onion 25 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Coconut fish curry,—,1 katori,190,"Fish 120 g, Coconut Milk 55 g, Onion 25 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Prawn curry,shrimp curry,1 katori,170,"Prawns 110 g, Coconut Milk 55 g, Tomato 25 g, Oil 8 g, Garlic 4 g, Spice Mix 3 g, Water 40 g, Salt 2 g"
Prawn masala,shrimp masala,1 katori,170,"Prawns 110 g, Onion 30 g, Tomato 50 g, Oil 8 g, Garlic 4 g, Spice Mix 3 g, Water 40 g, Salt 2 g"
Prawn fry,shrimp fry,1 katori,170,"Prawns 110 g, Black Pepper 1 g, Tomato 25 g, Oil 8 g, Garlic 4 g, Spice Mix 3 g, Water 40 g, Salt 2 g"
Crab curry,—,1 katori,190,"Crab 120 g, Coconut 35 g, Onion 25 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Egg curry,anda curry,1 katori,170,"Egg 100 g, Onion 30 g, Tomato 30 g, Oil 7 g, Spice Mix 2 g, Water 40 g, Salt 2 g"
Egg bhurji,anda bhurji,1 katori,170,"Egg 100 g, Onion 30 g, Tomato 50 g, Oil 7 g, Spice Mix 2 g, Water 40 g, Salt 2 g"
Egg masala,anda masala,1 katori,170,"Egg 100 g, Onion 30 g, Tomato 50 g, Oil 7 g, Spice Mix 2 g, Water 40 g, Salt 2 g"
Masala omelette,Indian omelette,1 omelette,120,"Egg 100 g, Onion 30 g, Tomato 50 g, Oil 7 g, Spice Mix 2 g, Salt 2 g"
Boiled egg,—,2 eggs,100,"Egg 100 g, Salt 1 g"
Chicken soup,—,1 bowl,200,"Chicken 50 g, Carrot 25 g, Tomato 30 g, Pepper 1 g, Cumin 1 g, Water 150 g, Salt 2 g"
Mutton soup,—,1 bowl,200,"Mutton 50 g, Onion 25 g, Tomato 30 g, Pepper 1 g, Cumin 1 g, Water 150 g, Salt 2 g"
Chicken kebab,murgh kebab,1 katori,190,"Chicken 120 g, Yogurt 55 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Seekh kebab,—,1 katori,190,"Mutton 120 g, Onion 40 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 65 g, Salt 2 g"
Idli,idly,2 pieces,100,"Rice 45 g, Urad Dal 15 g, Mixed Vegetables 15 g, Water 55 g, Salt 1 g"
Vegetable idli,veg idli,2 pieces,100,"Rice 45 g, Urad Dal 15 g, Carrot 15 g, Water 55 g, Salt 1 g"
Rava idli,semolina idli,2 pieces,100,"Rice 45 g, Urad Dal 15 g, Semolina 15 g, Water 55 g, Salt 1 g"
Dosa,"dosai, dose",1 dosa,140,"Rice 55 g, Urad Dal 15 g, Mixed Vegetables 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Masala dosa,—,1 dosa,140,"Rice 55 g, Urad Dal 15 g, Potato 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Rava dosa,semolina dosa,1 dosa,140,"Rice 55 g, Urad Dal 15 g, Semolina 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Onion dosa,—,1 dosa,140,"Rice 55 g, Urad Dal 15 g, Onion 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Uttapam,uthappam,1 dosa,140,"Rice 55 g, Urad Dal 15 g, Onion 25 g, Tomato 15 g, Oil 5 g, Water 70 g, Salt 1 g"
Onion uttapam,—,1 dosa,140,"Rice 55 g, Urad Dal 15 g, Onion 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Vegetable uttapam,veg uttapam,1 dosa,140,"Rice 55 g, Urad Dal 15 g, Mixed Vegetables 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Medu vada,"medhu vadai, ulundu vadai, urad vada",2 pieces,100,"Urad Dal 55 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Upma,uppittu,1 bowl,220,"Semolina 45 g, Water 180 g, Ghee 4 g, Salt 1 g"
Vegetable upma,veg upma,1 bowl,220,"Semolina 45 g, Mixed Vegetables 25 g, Water 180 g, Ghee 4 g, Salt 1 g"
Poha,aval upma,1 plate,130,"Flattened Rice 70 g, Peanuts 18 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Bread upma,—,1 plate,130,"Bread 70 g, Tomato 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Vermicelli upma,semiya upma,1 bowl,220,"Vermicelli 45 g, Mixed Vegetables 25 g, Water 180 g, Ghee 4 g, Salt 1 g"
Moong dal chilla,pesarattu-style chilla,1 piece,120,"Moong Dal 55 g, Onion 20 g, Green Chili 2 g, Oil 5 g, Water 70 g, Salt 1 g"
Besan chilla,gram flour pancake,1 piece,120,"Besan 55 g, Onion 20 g, Green Chili 2 g, Oil 5 g, Water 70 g, Salt 1 g"
Samosa,singara,2 pieces,100,"Potato 55 g, Refined Wheat Flour 30 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Vegetable pakora,veg pakoda,2 pieces,100,"Mixed Vegetables 55 g, Besan 25 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Onion pakora,pyaz pakoda,2 pieces,100,"Onion 55 g, Besan 25 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Bread pakora,bread pakoda,2 pieces,100,"Bread 55 g, Potato 30 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Paneer pakora,paneer pakoda,2 pieces,100,"Paneer 55 g, Besan 25 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Aloo bonda,batata vada,2 pieces,100,"Potato 55 g, Besan 25 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Pani puri,"golgappa, puchka, gupchup",1 plate,180,"Puri Shells 80 g, Potato 35 g, Yogurt 35 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Sev 12 g, Salt 1 g"
Bhel puri,bhel,1 plate,180,"Puffed Rice 80 g, Sev 47 g, Yogurt 35 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Salt 1 g"
Dahi puri,dahi batata puri,1 plate,180,"Puri Shells 80 g, Potato 35 g, Yogurt 35 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Sev 12 g, Salt 1 g"
Aloo tikki chaat,—,1 plate,180,"Potato Patty 80 g, Chickpeas Cooked 35 g, Yogurt 35 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Sev 12 g, Salt 1 g"
Papdi chaat,—,1 plate,180,"Papdi 80 g, Potato 35 g, Yogurt 35 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Sev 12 g, Salt 1 g"
Dahi vada,"dahi bhalla, thayir vadai",1 plate,180,"Urad Dal Vada 80 g, Yogurt 90 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Sev 12 g, Salt 1 g"
Sev puri,—,1 plate,180,"Papdi 80 g, Potato 35 g, Yogurt 35 g, Onion 20 g, Tamarind Chutney 15 g, Coriander Chutney 10 g, Sev 12 g, Salt 1 g"
Kachori,—,2 pieces,100,"Refined Wheat Flour 55 g, Moong Dal 30 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Dhokla,khatta dhokla,3 pieces,120,"Rice 55 g, Urad Dal 20 g, Yogurt 25 g, Water 60 g, Oil 4 g, Mustard Seeds 1 g, Salt 1 g"
Khaman,nylon khaman,3 pieces,120,"Besan 55 g, Yogurt 25 g, Water 60 g, Oil 4 g, Mustard Seeds 1 g, Salt 1 g"
Khandvi,patuli,3 pieces,120,"Besan 55 g, Water 60 g, Salt 1 g"
Momos,dumplings,6 pieces,150,"Refined Wheat Flour 55 g, Cabbage 35 g, Carrot 20 g, Onion 18 g, Oil 4 g, Water 30 g, Salt 2 g"
Vegetable sandwich,veg sandwich,1 plate,130,"Bread 70 g, Cucumber 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Grilled cheese sandwich,—,1 plate,130,"Bread 70 g, Cheese 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Pav bhaji,—,1 plate,130,"Potato 70 g, Mixed Vegetables 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Vada pav,—,1 plate,130,"Potato Vada 70 g, Pav 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Chole bhature,—,1 plate,130,"Chickpeas Cooked 70 g, Bhatura 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Idli sambar,—,1 plate,130,"Idli 70 g, Sambar 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Dosa sambar,—,1 plate,130,"Dosa 70 g, Sambar 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Poori bhaji,puri sabzi,1 plate,130,"Puri 70 g, Potato Curry 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Masala corn,—,1 plate,130,"Sweet Corn 70 g, Onion 50 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Roasted peanuts,—,1 small bowl,50,"Peanuts 49 g, Salt 1 g"
Roasted chana,bhuna chana,1 small bowl,50,"Roasted Chickpeas 49 g, Salt 1 g"
Gulab jamun,—,2 pieces,90,"Milk Solids 45 g, Sugar 30 g, Ghee 6 g, Oil Absorbed 7 g, Cardamom 1 g, Water 25 g"
Jalebi,jilabi,2 pieces,90,"Refined Wheat Flour 45 g, Sugar 30 g, Ghee 6 g, Oil Absorbed 7 g, Cardamom 1 g, Water 25 g"
Rice kheer,"chawal ki kheer, payasam",1 serving,100,"Full-Fat Milk 160 g, Rice 25 g, Sugar 20 g, Cardamom 1 g"
Seviyan kheer,vermicelli payasam,1 serving,100,"Full-Fat Milk 160 g, Vermicelli 25 g, Sugar 20 g, Cardamom 1 g"
Suji halwa,"sheera, rava kesari",1 serving,90,"Semolina 50 g, Sugar 25 g, Ghee 8 g, Cardamom 1 g"
Gajar halwa,carrot halwa,1 serving,100,"Full-Fat Milk 160 g, Carrot 25 g, Sugar 20 g, Cardamom 1 g"
Moong dal halwa,—,1 serving,90,"Moong Dal 50 g, Sugar 25 g, Ghee 8 g, Cardamom 1 g"
Besan ladoo,gram flour laddu,1 serving,90,"Besan 50 g, Sugar 25 g, Ghee 8 g, Cardamom 1 g"
Boondi ladoo,motichoor ladoo,1 serving,90,"Boondi 50 g, Sugar 25 g, Ghee 8 g, Cardamom 1 g"
Coconut ladoo,nariyal laddu,1 serving,90,"Coconut 50 g, Sugar 25 g, Ghee 8 g, Cardamom 1 g"
Rasgulla,rosogolla,2 pieces,100,"Chhena 65 g, Sugar 22 g, Water 40 g, Cardamom 1 g"
Rasmalai,—,2 pieces,120,"Chhena 45 g, Full-Fat Milk 85 g, Sugar 18 g, Cardamom 1 g, Saffron 0.2 g"
Sandesh,sondesh,2 pieces,100,"Chhena 65 g, Sugar 22 g, Water 40 g, Cardamom 1 g"
Kulfi,Indian ice cream,1 kulfi,90,"Full-Fat Milk 130 g, Milk Solids 15 g, Sugar 18 g, Cardamom 1 g, Almonds 5 g"
Falooda,—,1 glass,220,"Full-Fat Milk 175 g, Vermicelli 25 g, Sugar 10 g"
Fruit custard,—,1 serving,100,"Full-Fat Milk 160 g, Mixed Fruit 25 g, Sugar 20 g, Cardamom 1 g"
Shrikhand,—,1 katori,100,"Hung Yogurt 82 g, Sugar 18 g, Cardamom 1 g"
Basundi,—,1 katori,120,"Full-Fat Milk 185 g, Sugar 20 g, Almonds 6 g, Cardamom 1 g"
Masala chai,spiced tea,1 cup,180,"Water 110 g, Full-Fat Milk 70 g, Tea Leaves 2 g, Ginger 2 g, Sugar 8 g"
Ginger tea,adrak chai,1 cup,180,"Water 110 g, Full-Fat Milk 70 g, Tea Leaves 2 g, Ginger 2 g, Sugar 8 g"
Cardamom tea,elaichi chai,1 cup,180,"Water 110 g, Full-Fat Milk 70 g, Tea Leaves 2 g, Cardamom 2 g, Sugar 8 g"
Filter coffee,South Indian coffee,1 cup,180,"Water 110 g, Full-Fat Milk 70 g, Coffee Powder 2 g, Chicory 2 g, Sugar 8 g"
Black coffee,—,1 glass,220,"Coffee Decoction 175 g, Sugar 10 g"
Lassi,sweet lassi,1 glass,220,"Yogurt 150 g, Water 55 g, Sugar 10 g"
Salted lassi,namkeen lassi,1 glass,220,"Yogurt 150 g, Cumin 1 g, Water 55 g, Salt 1 g"
Buttermilk,"chaas, majjige, moru",1 glass,220,"Yogurt 150 g, Cumin 1 g, Water 55 g, Salt 1 g"
Nimbu pani,"lemon water, shikanji",1 glass,220,"Water 175 g, Lemon Juice 12 g, Sugar 10 g"
Coconut water,tender coconut water,1 glass,200,Coconut Water 200 g
Mango lassi,—,1 glass,220,"Yogurt 150 g, Mango 25 g, Water 55 g, Sugar 10 g"
Badam milk,almond milk drink,1 glass,220,"Full-Fat Milk 175 g, Almonds 18 g, Sugar 10 g"
Jal jeera,—,1 glass,220,"Water 175 g, Cumin 1 g, Sugar 10 g"
Green salad,kachumber salad,1 plate,130,"Cucumber 70 g, Tomato 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Coconut chutney,nariyal chutney,2 tbsp,30,"Coconut 20 g, Roasted Chana Dal 10 g, Green Chili 2 g, Cumin 1 g, Salt 1 g, Water 8 g"
Mint chutney,pudina chutney,2 tbsp,30,"Mint Leaves 20 g, Coriander 10 g, Green Chili 2 g, Cumin 1 g, Salt 1 g, Water 8 g"
Coriander chutney,dhaniya chutney,2 tbsp,30,"Coriander 20 g, Mint Leaves 10 g, Green Chili 2 g, Cumin 1 g, Salt 1 g, Water 8 g"
Tamarind chutney,imli chutney,2 tbsp,30,"Tamarind 20 g, Jaggery 10 g, Green Chili 2 g, Cumin 1 g, Salt 1 g, Water 8 g"
Tomato chutney,thakkali chutney,2 tbsp,30,"Tomato 20 g, Onion 10 g, Green Chili 2 g, Cumin 1 g, Salt 1 g, Water 8 g"
Mango pickle,aam ka achar,1 tbsp,15,"Raw Mango 12 g, Mustard Oil 3 g, Mustard Seeds 1 g, Chili Powder 1 g, Salt 2 g"
Lime pickle,lemon pickle,1 tbsp,15,"Lime 12 g, Sesame Oil 3 g, Mustard Seeds 1 g, Chili Powder 1 g, Salt 2 g"
Mixed vegetable pickle,—,1 tbsp,15,"Mixed Vegetables 12 g, Mustard Oil 3 g, Mustard Seeds 1 g, Chili Powder 1 g, Salt 2 g"
Garlic pickle,lahsun achar,1 tbsp,15,"Garlic 12 g, Mustard Oil 3 g, Mustard Seeds 1 g, Chili Powder 1 g, Salt 2 g"
Papad,"papadum, appalam",1 papad,10,"Urad Dal Papad 9 g, Oil 1 g"
Appam Kerala,palappam,1 appam,140,"Rice 55 g, Urad Dal 15 g, Coconut Milk 55 g, Oil 5 g, Water 70 g, Salt 1 g"
Puttu,steam cake,1 cylinder,150,"Rice Flour 55 g, Coconut 20 g, Water 60 g, Salt 1 g"
Idiyappam Kerala,"nool puttu, string hoppers",2 nests,120,"Rice Flour 55 g, Water 60 g, Salt 1 g"
Kadala curry,Kerala black chickpea curry,1 katori,180,"Black Chickpeas 50 g, Coconut 35 g, Onion 25 g, Tomato 30 g, Oil 7 g, Ginger 3 g, Garlic 4 g, Cumin 1 g, Water 130 g, Salt 2 g"
Kerala vegetable stew,ishtoo,1 katori,170,"Potato 100 g, Carrot 35 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Avial,aviyal,1 katori,170,"Mixed Vegetables 100 g, Yogurt 55 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Cabbage thoran,—,1 katori,170,"Cabbage 100 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Beans thoran,achinga payar thoran,1 katori,170,"Green Beans 100 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Beetroot thoran,—,1 katori,170,"Beetroot 100 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Olan,—,1 katori,170,"Ash Gourd 100 g, Cowpeas 35 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Kaalan,kalan,1 katori,170,"Raw Banana 100 g, Yogurt 55 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Erissery,erisseri,1 katori,170,"Pumpkin 100 g, Cowpeas 35 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Theeyal,—,1 katori,170,"Eggplant 100 g, Roasted Coconut 35 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Pulissery,moru curry,1 katori,180,"Yogurt 100 g, Besan 18 g, Pineapple 30 g, Ghee 5 g, Cumin 1 g, Mustard Seeds 1 g, Turmeric 1 g, Water 80 g, Salt 2 g"
Kerala fish curry,meen curry,1 katori,190,"Seer Fish 120 g, Coconut 35 g, Onion 25 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Fish molee,meen moilee,1 katori,190,"Fish 120 g, Coconut Milk 55 g, Onion 25 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Karimeen pollichathu,pearl spot in banana leaf,1 katori,190,"Pearl Spot Fish 120 g, Onion 60 g, Oil 8 g, Tamarind 8 g, Garlic 4 g, Turmeric 1 g, Water 70 g, Salt 2 g"
Kerala chicken stew,chicken ishtu,1 katori,190,"Chicken 120 g, Coconut Milk 55 g, Potato 25 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Kerala parotta,Malabar parotta,1 piece,75,"Refined Wheat Flour 45 g, Yogurt 12 g, Water 25 g, Oil 4 g, Salt 1 g, Baking Powder 1 g"
Beef ularthiyathu,Kerala beef fry,1 katori,190,"Beef 125 g, Coconut 35 g, Oil 5 g, Ginger 4 g, Garlic 5 g, Black Pepper 2 g, Water 45 g, Salt 2 g"
Pazham pori,"ethakka appam, banana fritter",2 pieces,100,"Ripe Banana 55 g, Refined Wheat Flour 30 g, Oil Absorbed 10 g, Chili 2 g, Salt 2 g, Water 25 g"
Unniyappam,unni appam,2 pieces,90,"Rice Flour 45 g, Banana 20 g, Sugar 30 g, Ghee 6 g, Oil Absorbed 7 g, Cardamom 1 g, Water 25 g"
Ada pradhaman,—,1 serving,100,"Full-Fat Milk 160 g, Rice Ada 25 g, Jaggery 15 g, Sugar 20 g, Cardamom 1 g"
Palada payasam,—,1 serving,100,"Full-Fat Milk 160 g, Rice Ada 25 g, Sugar 20 g, Cardamom 1 g"
Parippu curry Kerala,Kerala dal,1 katori,180,"Moong Dal 42 g, Coconut 35 g, Onion 18 g, Tomato 25 g, Ghee 5 g, Garlic 4 g, Cumin 1 g, Turmeric 1 g, Water 145 g, Salt 2 g"
Koottu curry,kootu kari,1 katori,170,"Black Chickpeas Cooked 100 g, Raw Banana 35 g, Coconut 25 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Kichadi Kerala,vellarikka kichadi,1 katori,120,"Yogurt 105 g, Cucumber 20 g, Coconut 10 g, Cumin 1 g, Salt 1 g"
Pachadi Kerala,beetroot pachadi,1 katori,120,"Yogurt 105 g, Beetroot 20 g, Coconut 10 g, Cumin 1 g, Salt 1 g"
Inji puli,puli inji Kerala,2 tbsp,30,"Ginger 20 g, Tamarind 10 g, Green Chili 2 g, Cumin 1 g, Salt 1 g, Water 8 g"
Manga curry,Kerala mango pickle,1 tbsp,15,"Raw Mango 12 g, Coconut Oil 3 g, Mustard Seeds 1 g, Chili Powder 1 g, Salt 2 g"
Naranga achar,Kerala lime pickle,1 tbsp,15,"Lime 12 g, Sesame Oil 3 g, Mustard Seeds 1 g, Chili Powder 1 g, Salt 2 g"
Pappadam,Kerala papad,1 papad,10,"Urad Dal Papad 9 g, Oil 1 g"
Kappa vevichathu,boiled tapioca,1 katori,170,"Tapioca Cooked 100 g, Coconut 60 g, Coconut Oil 6 g, Mustard Seeds 1 g, Curry Leaves 1 g, Water 45 g, Salt 2 g"
Kappa biryani,tapioca beef biryani,1 katori,190,"Pork 125 g, Tapioca Cooked 35 g, Beef 20 g, Oil 5 g, Ginger 4 g, Garlic 5 g, Black Pepper 2 g, Water 45 g, Salt 2 g"
Kappa meen curry,tapioca with fish curry,1 plate,130,"Tapioca Cooked 70 g, Fish Curry 30 g, Onion 20 g, Oil 6 g, Lemon Juice 5 g, Spice Mix 2 g, Salt 1 g"
Pathiri,ari pathiri,1 roti,40,"Rice Flour 30 g, Water 18 g, Salt 1 g, Ghee 1 g"
Neypathal,fried rice pathiri,2 puris,90,"Rice Flour 55 g, Water 28 g, Oil Absorbed 9 g, Salt 1 g"
Kallappam,toddy appam,1 appam,140,"Rice 55 g, Urad Dal 15 g, Coconut 25 g, Oil 5 g, Water 70 g, Salt 1 g"
Vattayappam,steamed rice cake,3 pieces,120,"Rice Flour 55 g, Coconut 20 g, Water 60 g, Salt 1 g"
Chattipathiri,Malabar layered pastry,1 paratha,110,"Whole Wheat Flour 45 g, Refined Wheat Flour 55 g, Chicken 12 g, Oil 7 g, Cumin 1 g, Green Chili 2 g, Salt 2 g, Water 25 g"
Malabar chicken biryani,Thalassery chicken biryani,1 plate,280,"Basmati Rice 75 g, Chicken 90 g, Cashews 18 g, Onion 35 g, Yogurt 30 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Biryani Masala 3 g, Water 120 g, Salt 2 g"
Malabar mutton biryani,Thalassery mutton biryani,1 plate,280,"Basmati Rice 75 g, Mutton 90 g, Cashews 18 g, Onion 35 g, Yogurt 30 g, Tomato 25 g, Oil 10 g, Ginger 4 g, Garlic 5 g, Biryani Masala 3 g, Water 120 g, Salt 2 g"
Nadan kozhi curry,Kerala country chicken curry,1 katori,190,"Chicken 120 g, Coconut 40 g, Onion 25 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Varutharacha chicken curry,roasted coconut chicken curry,1 katori,190,"Chicken 120 g, Roasted Coconut 40 g, Onion 25 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Kozhi peralan,Kerala chicken roast,1 katori,190,"Chicken 120 g, Onion 40 g, Coconut 25 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Chicken mappas,kozhi mappas,1 katori,190,"Chicken 120 g, Coconut Milk 55 g, Onion 25 g, Tomato 30 g, Oil 9 g, Ginger 4 g, Garlic 5 g, Spice Mix 3 g, Water 55 g, Salt 2 g"
Duck mappas,tharavu mappas,1 katori,190,"Duck 125 g, Coconut Milk 55 g, Oil 5 g, Ginger 4 g, Garlic 5 g, Black Pepper 2 g, Water 45 g, Salt 2 g"
